plant;date;height_cm;width_cm;note;health
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
Tom;08.10.2024;29.0;22.0;;0
Jerry;08.10.2024;25.0;24.0;;0
